STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,SOIL_TYPE,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,REFERENCES,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
Besisahar7,Besisahar7,28.219,84.3783,macroseismic,,,,,,,,,,,,,,0.33756,0.565516,,0.344171,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.064931,inferred
Besisahar10,Besisahar10,28.23,84.3782,macroseismic,,,,,,,,,,,,,,0.336095,0.564225,,0.345089,0.8059,1.0131,,1.0822,Stations_USGS,657.18,7.0,0.3,0.875,27.0175,1.4737,0.065125,inferred
Besisahar11,Besisahar11,28.234,84.3777,macroseismic,,,,,,,,,,,,,,0.335448,0.563653,,0.345497,0.8059,1.0131,,1.0822,Stations_USGS,657.18,7.0,0.3,0.875,27.0175,1.4737,0.065211,inferred
Jiri11,Jiri11,27.574,86.1854,macroseismic,,,,,,,,,,,,,,0.333507,0.561936,,0.346728,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.065472,inferred
Besisahar12,Besisahar12,28.236,84.3662,macroseismic,,,,,,,,,,,,,,0.332224,0.560799,,0.347548,0.8059,1.0131,,1.0822,Stations_USGS,832.91,7.0,0.3,0.875,27.0175,1.4737,0.065645,inferred
Besisahar8,Besisahar8,28.228,84.362,macroseismic,,,,,,,,,,,,,,0.332147,0.560731,,0.347597,0.8059,1.0131,,1.0822,Stations_USGS,832.91,7.0,0.3,0.875,27.0175,1.4737,0.065656,inferred
Besisahar13,Besisahar13,28.245,84.3681,macroseismic,,,,,,,,,,,,,,0.331592,0.560238,,0.347954,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.065731,inferred
Manthali5,Manthali5,27.397,86.125,macroseismic,,,,,,,,,,,,,,0.329147,0.558062,,0.349536,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.066066,inferred
Besisahar14,Besisahar14,28.257,84.3575,macroseismic,,,,,,,,,,,,,,0.327514,0.556605,,0.350603,0.8059,1.0131,,1.0822,Stations_USGS,856.88,7.0,0.3,0.875,27.0175,1.4737,0.066292,inferred
Manthali7,Manthali7,27.378,86.1428,macroseismic,,,,,,,,,,,,,,0.322494,0.552103,,0.353938,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.067,inferred
Manthali8,Manthali8,27.352,86.1328,macroseismic,,,,,,,,,,,,,,0.322052,0.551705,,0.354236,0.8059,1.0131,,1.0822,Stations_USGS,661.32,7.0,0.3,0.875,27.0175,1.4737,0.067063,inferred
UTM:(45R 024 306 10000),,27.6851,84.4145,macroseismic,,,,,,,,,,,,,,0.299718,0.507465,,0.292636,0.8059,1.0131,,1.0822,Stations_USGS,381.59,6.8,0.3,0.875,23.3536,1.4737,0.055507,inferred
Bajrabarahi10,Bajrabarahi10,27.598,85.3236,macroseismic,,,,,,,,,,,,,,0.290797,0.466304,,0.209521,0.8059,1.0131,,1.0822,Stations_USGS,540.22,6.5,0.3,0.875,18.768,1.4737,0.039627,inferred
Dakchhinkali2,Dakchhinkali2,27.636,85.2739,macroseismic,,,,,,,,,,,,,,0.289615,0.465306,,0.210044,0.8059,1.0131,,1.0822,Stations_USGS,694.49,6.5,0.3,0.875,18.768,1.4737,0.039738,inferred
Chandragiri11,Chandragiri11,27.667,85.222,macroseismic,,,,,,,,,,,,,,0.288934,0.464731,,0.210347,0.8059,1.0131,,1.0822,Stations_USGS,900.0,6.5,0.3,0.875,18.768,1.4737,0.039803,inferred
Mahalaxmi16,Mahalaxmi16,27.632,85.3908,macroseismic,,,,,,,,,,,,,,0.287811,0.46378,,0.21085,0.8059,1.0131,,1.0822,Stations_USGS,721.66,6.5,0.3,0.875,18.768,1.4737,0.039909,inferred
Kritipur4,Kritipur4,27.676,85.2779,macroseismic,,,,,,,,,,,,,,0.287435,0.463462,,0.211019,0.8059,1.0131,,1.0822,Stations_USGS,487.68,6.5,0.3,0.875,18.768,1.4737,0.039945,inferred
Chandragiri5,Chandragiri5,27.696,85.223,macroseismic,,,,,,,,,,,,,,0.287356,0.463395,,0.211055,0.8059,1.0131,,1.0822,Stations_USGS,598.74,6.5,0.3,0.875,18.768,1.4737,0.039953,inferred
Mahalaxmi9,Mahalaxmi9,27.658,85.359,macroseismic,,,,,,,,,,,,,,0.286989,0.463083,,0.21122,0.8059,1.0131,,1.0822,Stations_USGS,303.45,6.5,0.3,0.875,18.768,1.4737,0.039988,inferred
Mahalaxmi17,Mahalaxmi17,27.661,85.3522,macroseismic,,,,,,,,,,,,,,0.286947,0.463048,,0.211239,0.8059,1.0131,,1.0822,Stations_USGS,294.96,6.5,0.3,0.875,18.768,1.4737,0.039992,inferred
Lalitpur11,Lalitpur11,27.672,85.3264,macroseismic,,,,,,,,,,,,,,0.286814,0.462935,,0.211299,0.8059,1.0131,,1.0822,Stations_USGS,414.56,6.5,0.3,0.875,18.768,1.4737,0.040005,inferred
Chandragiri1,Chandragiri1,27.703,85.2403,macroseismic,,,,,,,,,,,,,,0.286754,0.462884,,0.211326,0.8059,1.0131,,1.0822,Stations_USGS,623.99,6.5,0.3,0.875,18.768,1.4737,0.04001,inferred
Changunarayan16,Changunarayan16,27.698,85.4019,macroseismic,,,,,,,,,,,,,,0.284297,0.460795,,0.212444,0.8059,1.0131,,1.0822,Stations_USGS,423.29,6.5,0.3,0.875,18.768,1.4737,0.040248,inferred
Thoka11,Thoka11,27.749,85.321,macroseismic,,,,,,,,,,,,,,0.283113,0.459785,,0.212988,0.8059,1.0131,,1.0822,Stations_USGS,386.05,6.5,0.3,0.875,18.768,1.4737,0.040363,inferred
Thoka6,Thoka6,27.756,85.3289,macroseismic,,,,,,,,,,,,,,0.282658,0.459397,,0.213198,0.8059,1.0131,,1.0822,Stations_USGS,432.32,6.5,0.3,0.875,18.768,1.4737,0.040408,inferred
Tarkeshwor5,Tarkeshwor5,27.769,85.3052,macroseismic,,,,,,,,,,,,,,0.282607,0.459352,,0.213222,0.8059,1.0131,,1.0822,Stations_USGS,410.13,6.5,0.3,0.875,18.768,1.4737,0.040413,inferred
Kageshworimanahara11,Kageshworimanahara11,27.738,85.3992,macroseismic,,,,,,,,,,,,,,0.282424,0.459196,,0.213306,0.8059,1.0131,,1.0822,Stations_USGS,399.91,6.5,0.3,0.875,18.768,1.4737,0.040431,inferred
UTM:(44R 079 312 10000),,28.2179,84.0056,macroseismic,,,,,,,,,,,,,,0.270335,0.5032,,0.394356,0.8059,1.0131,,1.0822,Stations_USGS,383.82,7.0,0.3,0.875,27.0175,1.4737,0.075632,inferred
Besisahar6,Besisahar6,28.207,84.3699,macroseismic,,,,,,,,,,,,,,0.246809,0.427782,,0.231677,0.8059,1.0131,,1.0822,Stations_USGS,900.0,6.5,0.3,0.875,18.768,1.4737,0.044353,inferred
UTM:(45R 047 307 10000),,27.7993,86.7462,macroseismic,,,,,,,,,,,,,,0.245484,0.467496,,0.371971,0.8059,1.0131,,1.0822,Stations_USGS,900.0,6.9,0.3,0.875,25.1189,1.4737,0.071727,inferred
Kamalamai15,Kamalamai15,27.137,85.9596,macroseismic,,,,,,,,,,,,,,0.227872,0.4102,,0.243295,0.8059,1.0131,,1.0822,Stations_USGS,900.0,6.5,0.3,0.875,18.768,1.4737,0.046853,inferred
Bajrabarahi11,Bajrabarahi11,27.596,85.3247,macroseismic,,,,,,,,,,,,,,0.213104,0.353157,,0.140841,0.8059,1.0131,,1.0822,Stations_USGS,540.22,6.0,0.3,0.875,13.0374,1.4737,0.027026,inferred
Madyapurthimi14,Madyapurthimi14,27.672,85.3867,macroseismic,,,,,,,,,,,,,,0.209395,0.349912,,0.142365,0.8059,1.0131,,1.0822,Stations_USGS,290.44,6.0,0.3,0.875,13.0374,1.4737,0.027354,inferred
Kageshworimanahara13,Kageshworimanahara13,27.699,85.3759,macroseismic,,,,,,,,,,,,,,0.208538,0.349158,,0.142723,0.8059,1.0131,,1.0822,Stations_USGS,371.2,6.0,0.3,0.875,13.0374,1.4737,0.027432,inferred
Madyapurthimi2,Madyapurthimi2,27.695,85.3936,macroseismic,,,,,,,,,,,,,,0.208477,0.349105,,0.142749,0.8059,1.0131,,1.0822,Stations_USGS,423.29,6.0,0.3,0.875,13.0374,1.4737,0.027437,inferred
Thoka14,Thoka14,27.739,85.32,macroseismic,,,,,,,,,,,,,,0.207768,0.34848,,0.143047,0.8059,1.0131,,1.0822,Stations_USGS,348.46,6.0,0.3,0.875,13.0374,1.4737,0.027501,inferred
KATNP,"Kanti Path, Kathmandu, Nepal",27.71235,85.31561,seismic,,,,,,,,,,,,,,0.164,0.291,,0.288,0.0,0.0,,0.0,Stations_USGS,283.38,8.9,0.63,0.0,107.3,0.0,0.237,inferred
UTM:(45R 064 295 10000),,26.7087,88.4576,macroseismic,,,,,,,,,,,,,,0.100584,0.243499,,0.250972,0.8059,1.0131,,1.0822,Stations_USGS,236.61,6.1,0.3,0.875,14.0228,1.4737,0.050999,inferred
UTM:(45R 030 283 10000),,25.6197,85.058,macroseismic,,,,,,,,,,,,,,0.083942,0.202031,,0.175217,0.8059,1.0131,,1.0822,Stations_USGS,230.86,5.7,0.3,0.875,10.4774,1.4737,0.03584,inferred
UTM:(45R 031 283 10000),,25.621,85.1575,macroseismic,,,,,,,,,,,,,,0.079074,0.191351,,0.161597,0.8059,1.0131,,1.0822,Stations_USGS,291.05,5.6,0.3,0.875,9.7411,1.4737,0.033143,inferred
MTR,"Motihari, India",26.63,84.899,seismic,,,,,,,,,,,,,,0.0788,,,,0.0,,,,Stations_USGS,225.0,6.0,0.63,0.0,6.97,,,inferred
UTM:(44R 025 319 10000),,28.8594,78.4884,macroseismic,,,,,,,,,,,,,,0.066945,0.171344,,0.159113,0.8059,1.0131,,1.0822,Stations_USGS,760.0,,,0.875,9.0565,1.4737,0.032983,inferred
UTM:(45R 074 291 10000),,26.334,89.4546,macroseismic,,,,,,,,,,,,,,0.066945,0.171344,,0.159113,0.8059,1.0131,,1.0822,Stations_USGS,195.98,5.5,0.3,0.875,9.0565,1.4737,0.032983,inferred
UTM:(44R 073 296 10000),,26.7867,83.3637,macroseismic,,,,,,,,,,,,,,0.065549,0.149339,,0.113285,0.8059,1.0131,,1.0822,Stations_USGS,220.68,5.2,0.3,0.875,7.2782,1.4737,0.0234,inferred
MAH,"Maharajganj, India",27.141,83.539,seismic,,,,,,,,,,,,,,0.0621,,,,0.0,,,,Stations_USGS,202.22,5.8,0.63,0.0,10.9,,,inferred
UTM:(45Q 063 250 10000),,22.6466,88.3138,macroseismic,,,,,,,,,,,,,,0.055544,0.120654,,0.125389,0.8059,1.0131,,1.0822,Stations_USGS,760.0,,,0.875,7.2782,1.4737,0.026219,inferred
UTM:(45R 062 266 10000),,24.0923,88.2298,macroseismic,,,,,,,,,,,,,,0.052193,0.105286,,0.115818,0.8059,1.0131,,1.0822,Stations_USGS,234.8,5.1,0.3,0.875,6.7667,1.4737,0.024288,inferred
PTN,"Patna, India",25.622,85.149,seismic,,,,,,,,,,,,,,0.047,,,,0.0,,,,Stations_USGS,291.05,4.5,0.63,0.0,4.4,,,inferred
UTM:(44R 040 293 10000),,26.5324,80.0464,macroseismic,,,,,,,,,,,,,,0.046085,0.080173,,0.098812,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.9,0.3,0.875,5.8491,1.4737,0.020842,inferred
UTM:(45R 063 295 10000),,26.7097,88.3571,macroseismic,,,,,,,,,,,,,,0.045218,0.073968,,0.088882,0.8059,1.0131,,1.0822,Stations_USGS,272.62,4.8,0.3,0.875,5.438,1.4737,0.018742,inferred
UTM:(44R 058 281 10000),,25.4496,81.8454,macroseismic,,,,,,,,,,,,,,0.043304,0.069961,,0.09127,0.8059,1.0131,,1.0822,Stations_USGS,356.74,4.8,0.3,0.875,5.438,1.4737,0.019308,inferred
UTM:(44R 049 296 10000),,26.8064,80.9497,macroseismic,,,,,,,,,,,,,,0.043304,0.069961,,0.09127,0.8059,1.0131,,1.0822,Stations_USGS,226.88,4.8,0.3,0.875,5.438,1.4737,0.019308,inferred
GDA,"Gonda, India",27.116,82.237,seismic,,,,,,,,,,,,,,0.0433,,,,0.0,,,,Stations_USGS,215.62,4.8,0.63,0.0,5.16,,,inferred
UTR,"Utrala, India",27.31,82.415,seismic,,,,,,,,,,,,,,0.0417,,,,0.0,,,,Stations_USGS,202.22,4.5,0.63,0.0,4.46,,,inferred
KSN,"Kishanganj, India",26.095,87.947,seismic,,,,,,,,,,,,,,0.0406,,,,0.0,,,,Stations_USGS,232.61,6.3,0.63,0.0,16.4,,,inferred
UTM:(44R 073 294 10000),,26.6063,83.36,macroseismic,,,,,,,,,,,,,,0.03895,0.048768,,0.060861,0.8059,1.0131,,1.0822,Stations_USGS,222.48,4.4,0.3,0.875,4.0631,1.4737,0.012888,inferred
UTM:(45Q 063 248 10000),,22.466,88.3121,macroseismic,,,,,,,,,,,,,,0.038236,0.053274,,0.077869,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.6,0.3,0.875,4.7006,1.4737,0.016568,inferred
UTM:(46R 037 289 10000),,26.169,91.7492,macroseismic,,,,,,,,,,,,,,0.038236,0.053274,,0.077869,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.6,0.3,0.875,4.7006,1.4737,0.016568,inferred
UTM:(45R 066 269 10000),,24.3595,88.6266,macroseismic,,,,,,,,,,,,,,0.033175,0.046488,,0.071925,0.8059,1.0131,,1.0822,Stations_USGS,239.95,4.5,0.3,0.875,4.3703,1.4737,0.015348,inferred
UTM:(46R 038 275 10000),,24.9058,91.8613,macroseismic,,,,,,,,,,,,,,0.033175,0.046488,,0.071925,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.5,0.3,0.875,4.3703,1.4737,0.015348,inferred
BRP,"Balarampur, India",27.504,82.055,seismic,,,,,,,,,,,,,,0.0329,,,,0.0,,,,Stations_USGS,218.85,4.3,0.63,0.0,3.48,,,inferred
FZB,"Faizabad, India",26.73,82.146,seismic,,,,,,,,,,,,,,0.0328,,,,0.0,,,,Stations_USGS,227.05,,,0.0,40.7,,,inferred
UTM:(45Q 064 248 10000),,22.4652,88.4093,macroseismic,,,,,,,,,,,,,,0.028595,0.040567,,0.066435,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.4,0.3,0.875,4.0631,1.4737,0.014218,inferred
UTM:(43R 072 316 10000),,28.5925,77.3008,macroseismic,,,,,,,,,,,,,,0.028595,0.040567,,0.066435,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.4,0.3,0.875,4.0631,1.4737,0.014218,inferred
UTM:(43R 073 311 10000),,28.1397,77.3928,macroseismic,,,,,,,,,,,,,,0.028595,0.040567,,0.066435,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.4,0.3,0.875,4.0631,1.4737,0.014218,inferred
UTM:(45R 076 303 10000),,27.4127,89.6802,macroseismic,,,,,,,,,,,,,,0.028595,0.040567,,0.066435,0.8059,1.0131,,1.0822,Stations_USGS,900.0,4.4,0.3,0.875,4.0631,1.4737,0.014218,inferred
UTM:(43R 069 315 10000),,28.5071,76.9924,macroseismic,,,,,,,,,,,,,,0.028595,0.040567,,0.066435,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.4,0.3,0.875,4.0631,1.4737,0.014218,inferred
UTM:(45Q 063 249 10000),,22.5563,88.313,macroseismic,,,,,,,,,,,,,,0.024648,0.0354,,0.061364,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.3,0.3,0.875,3.7776,1.4737,0.013171,inferred
UTM:(45Q 065 249 10000),,22.5546,88.5074,macroseismic,,,,,,,,,,,,,,0.024648,0.0354,,0.061364,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.3,0.3,0.875,3.7776,1.4737,0.013171,inferred
UTM:(43R 070 316 10000),,28.5958,77.0964,macroseismic,,,,,,,,,,,,,,0.024648,0.0354,,0.061364,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.3,0.3,0.875,3.7776,1.4737,0.013171,inferred
UTM:(45Q 053 260 10000),,23.555,87.3429,macroseismic,,,,,,,,,,,,,,0.024648,0.0354,,0.061364,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.3,0.3,0.875,3.7776,1.4737,0.013171,inferred
UTM:(45Q 064 249 10000),,22.5555,88.4102,macroseismic,,,,,,,,,,,,,,0.024648,0.0354,,0.061364,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.3,0.3,0.875,3.7776,1.4737,0.013171,inferred
UTM:(43R 073 316 10000),,28.5907,77.4029,macroseismic,,,,,,,,,,,,,,0.024648,0.0354,,0.061364,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.3,0.3,0.875,3.7776,1.4737,0.013171,inferred
JAU,"Jaunpur, India",25.733,82.693,seismic,,,,,,,,,,,,,,0.0215,,,,0.0,,,,Stations_USGS,284.59,4.1,0.63,0.0,2.46,,,inferred
UTM:(46Q 023 263 10000),,23.8044,90.3991,macroseismic,,,,,,,,,,,,,,0.021245,0.030891,,0.05668,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.2,0.3,0.875,3.5121,1.4737,0.012201,inferred
UTM:(45R 076 304 10000),,27.5028,89.6824,macroseismic,,,,,,,,,,,,,,0.021245,0.030891,,0.05668,0.8059,1.0131,,1.0822,Stations_USGS,900.0,4.2,0.3,0.875,3.5121,1.4737,0.012201,inferred
UTM:(44R 021 335 10000),,30.2932,78.0369,macroseismic,,,,,,,,,,,,,,0.021245,0.030891,,0.05668,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.2,0.3,0.875,3.5121,1.4737,0.012201,inferred
UTM:(45Q 053 246 10000),,22.2903,87.3398,macroseismic,,,,,,,,,,,,,,0.021245,0.030891,,0.05668,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.2,0.3,0.875,3.5121,1.4737,0.012201,inferred
UTM:(43R 072 317 10000),,28.6827,77.3027,macroseismic,,,,,,,,,,,,,,0.021245,0.030891,,0.05668,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.2,0.3,0.875,3.5121,1.4737,0.012201,inferred
VNS,"Varanasi, India",25.553,82.854,seismic,,,,,,,,,,,,,,0.0206,,,,0.0,,,,Stations_USGS,220.36,3.8,0.63,0.0,2.07,,,inferred
UTM:(43R 058 297 10000),,26.8941,75.8559,macroseismic,,,,,,,,,,,,,,0.018312,0.026956,,0.052354,0.8059,1.0131,,1.0822,Stations_USGS,760.0,,,0.875,3.1573,1.4737,0.011302,inferred
UTM:(46Q 023 262 10000),,23.7142,90.4009,macroseismic,,,,,,,,,,,,,,0.018312,0.026956,,0.052354,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.1,0.3,0.875,3.1573,1.4737,0.011302,inferred
UTM:(43R 073 317 10000),,28.6809,77.405,macroseismic,,,,,,,,,,,,,,0.018312,0.026956,,0.052354,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.1,0.3,0.875,3.1573,1.4737,0.011302,inferred
UTM:(45Q 061 256 10000),,23.19,88.1237,macroseismic,,,,,,,,,,,,,,0.018312,0.026956,,0.052354,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.1,0.3,0.875,3.1573,1.4737,0.011302,inferred
UTM:(43R 072 315 10000),,28.5023,77.2988,macroseismic,,,,,,,,,,,,,,0.018312,0.026956,,0.052354,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.1,0.3,0.875,3.1573,1.4737,0.011302,inferred
UTM:(44R 049 297 10000),,26.8967,80.9496,macroseismic,,,,,,,,,,,,,,0.018312,0.026956,,0.052354,0.8059,1.0131,,1.0822,Stations_USGS,233.49,4.1,0.3,0.875,3.1573,1.4737,0.011302,inferred
UTM:(43R 070 315 10000),,28.5056,77.0946,macroseismic,,,,,,,,,,,,,,0.015784,0.023522,,0.048358,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.0,0.3,0.875,2.6996,1.4737,0.01047,inferred
UTM:(44R 043 292 10000),,26.4438,80.348,macroseismic,,,,,,,,,,,,,,0.015784,0.023522,,0.048358,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.0,0.3,0.875,2.6996,1.4737,0.01047,inferred
UTM:(43R 070 314 10000),,28.4154,77.0928,macroseismic,,,,,,,,,,,,,,0.015784,0.023522,,0.048358,0.8059,1.0131,,1.0822,Stations_USGS,760.0,4.0,0.3,0.875,2.6996,1.4737,0.01047,inferred
AMT,"Amethi, India",26.187,81.678,seismic,,,,,,,,,,,,,,0.0156,,,,0.0,,,,Stations_USGS,229.64,4.3,0.63,0.0,2.46,,,inferred
LEH,"Laharpur, India",27.709,80.89,seismic,,,,,,,,,,,,,,0.0147,,,,0.0,,,,Stations_USGS,235.12,3.9,0.63,0.0,1.84,,,inferred
LAK,"Lakhimpur, India",27.949,80.79,seismic,,,,,,,,,,,,,,0.0143,,,,0.0,,,,Stations_USGS,760.0,3.9,0.63,0.0,2.26,,,inferred
PHN,"Pihani, India",27.65,80.16,seismic,,,,,,,,,,,,,,0.0106,,,,0.0,,,,Stations_USGS,760.0,3.5,0.63,0.0,1.23,,,inferred
KHA,"Khatima, India",28.925,79.961,seismic,,,,,,,,,,,,,,0.00987,,,,0.0,,,,Stations_USGS,760.0,3.9,0.63,0.0,1.89,,,inferred
BSR,"Bisalpur, India",28.209,79.805,seismic,,,,,,,,,,,,,,0.009,,,,0.0,,,,Stations_USGS,760.0,3.6,0.63,0.0,1.27,,,inferred
HAR,"Hardoi, India",27.396,80.133,seismic,,,,,,,,,,,,,,0.00877,,,,0.0,,,,Stations_USGS,760.0,3.7,0.63,0.0,1.58,,,inferred
NAR,"Narora, India",28.226,78.425,seismic,,,,,,,,,,,,,,0.00803,,,,0.0,,,,Stations_USGS,760.0,3.6,0.63,0.0,1.55,,,inferred
BRE,"Bareilly, India",28.343,79.418,seismic,,,,,,,,,,,,,,0.00687,,,,0.0,,,,Stations_USGS,760.0,3.6,0.63,0.0,1.36,,,inferred
TDR,"Takurdwar, India",29.148,78.855,seismic,,,,,,,,,,,,,,0.00534,,,,0.0,,,,Stations_USGS,760.0,3.6,0.63,0.0,1.17,,,inferred
TAN,"Tanakpur, India",29.074,80.112,seismic,,,,,,,,,,,,,,0.00519,,,,0.0,,,,Stations_USGS,760.0,3.6,0.63,0.0,1.47,,,inferred
MRT,"Eerut, India",29.154,77.617,seismic,,,,,,,,,,,,,,0.00466,,,,0.0,,,,Stations_USGS,760.0,3.0,0.63,0.0,0.56,,,inferred
HDR,"Haridwar, India",29.975,78.052,seismic,,,,,,,,,,,,,,0.00413,,,,0.0,,,,Stations_USGS,760.0,3.2,0.63,0.0,0.81,,,inferred
CGD,"Chandigarh, India",30.76,76.767,seismic,,,,,,,,,,,,,,0.00274,,,,0.0,,,,Stations_USGS,760.0,3.4,0.63,0.0,1.06,,,inferred
HSR,"Hissar, India",29.446,75.6,seismic,,,,,,,,,,,,,,0.00251,,,,0.0,,,,Stations_USGS,760.0,2.8,0.63,0.0,0.44,,,inferred
LSA,"Tibet, China",29.7031,91.127,seismic,,,,,,,,,,,,,,0.00168,0.003688,,0.001345,0.0,0.0,,0.0,Stations_USGS,760.0,3.1,0.63,0.0,0.4053,0.0,0.001375,inferred
UTM:(43Q 024 254 10000),,22.9938,72.5124,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.4,0.3,,,,,inferred
UTM:(43Q 024 255 10000),,23.0841,72.5107,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,2.3,0.3,,,,,inferred
UTM:(43Q 025 254 10000),,22.9953,72.6099,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,,,,,,,inferred
UTM:(43Q 027 209 10000),,18.935,72.8634,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,2.0,0.3,,,,,inferred
UTM:(43Q 027 234 10000),,21.1926,72.8326,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.2,0.3,,,,,inferred
UTM:(43R 057 297 10000),,26.8947,75.7552,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.0,0.3,,,,,inferred
UTM:(43R 070 317 10000),,28.686,77.0982,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.7,0.3,,,,,inferred
UTM:(43R 071 315 10000),,28.504,77.1967,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.5,0.3,,,,,inferred
UTM:(43R 071 316 10000),,28.5942,77.1986,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.7,0.3,,,,,inferred
UTM:(43R 071 317 10000),,28.6844,77.2004,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.9,0.3,,,,,inferred
UTM:(43R 072 314 10000),,28.4121,77.2968,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.7,0.3,,,,,inferred
UTM:(43R 074 315 10000),,28.4987,77.503,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.6,0.3,,,,,inferred
UTM:(43R 078 330 10000),,29.8426,77.9497,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,2.9,0.3,,,,,inferred
UTM:(44Q 061 244 10000),,22.1062,82.1149,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.9,0.3,,,,,inferred
UTM:(44Q 074 196 10000),,17.7587,83.3107,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,2.9,0.3,,,,,inferred
UTM:(44R 042 293 10000),,26.5336,80.2472,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.9,0.3,,,,,inferred
UTM:(44R 070 279 10000),,25.2574,83.0355,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,348.67,3.9,0.3,,,,,inferred
UTM:(45Q 028 246 10000),,22.2772,84.9133,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.9,0.3,,,,,inferred
UTM:(45Q 037 224 10000),,20.2988,85.8028,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,2.9,0.3,,,,,inferred
UTM:(45Q 063 251 10000),,22.7369,88.3147,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.2,0.3,,,,,inferred
UTM:(45Q 064 250 10000),,22.6458,88.4111,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.6,0.3,,,,,inferred
UTM:(45Q 064 251 10000),,22.7361,88.4121,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,760.0,3.8,0.3,,,,,inferred
UTM:(45R 075 305 10000),,27.595,89.5834,macroseismic,,,,,,,,,,,,,,,,,,,,,,Stations_USGS,900.0,3.9,0.3,,,,,inferred
