STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES,GMICE,SA(2.0)_VALUE,SA(2.0)_LN_SIGMA
Lalitpur23,Lalitpur23,85.3284,27.639,macroseismic,537.41,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur24,Lalitpur24,85.3287,27.631,macroseismic,537.41,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur25,Lalitpur25,85.33,27.621,macroseismic,557.46,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur26,Lalitpur26,85.3193,27.636,macroseismic,524.18,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur27,Lalitpur27,85.319,27.625,macroseismic,524.18,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur28,Lalitpur28,85.3385,27.636,macroseismic,537.41,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur29,Lalitpur29,85.3456,27.633,macroseismic,351.01,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur30,Lalitpur30,85.3428,27.643,macroseismic,371.97,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Madyapurthimi1,Madyapurthimi1,85.3886,27.689,macroseismic,286.75,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Madyapurthimi2,Madyapurthimi2,85.3936,27.695,macroseismic,423.29,6.0,0.3,0.52,0.06611048873983888,0.52,9.168522718112113,0.56,0.12610763851263201,0.58,0.037096554350119965,0.65,0.009854148449858388,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.03433581414349425,0.62
Madyapurthimi7,Madyapurthimi7,85.3945,27.681,macroseismic,427.25,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Madyapurthimi14,Madyapurthimi14,85.3867,27.672,macroseismic,290.44,6.0,0.3,0.52,0.06611048873983888,0.52,9.168522718112113,0.56,0.12610763851263201,0.58,0.037096554350119965,0.65,0.009854148449858388,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.03433581414349425,0.62
Madyapurthimi15,Madyapurthimi15,85.3758,27.673,macroseismic,290.44,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Mahalaxmi4,Mahalaxmi4,85.3722,27.642,macroseismic,303.45,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Mahalaxmi10,Mahalaxmi10,85.3581,27.66,macroseismic,294.96,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Mahalaxmi9,Mahalaxmi9,85.359,27.658,macroseismic,303.45,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Mahalaxmi17,Mahalaxmi17,85.3522,27.661,macroseismic,294.96,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Mahalaxmi16,Mahalaxmi16,85.3908,27.632,macroseismic,721.66,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Manthali1,Manthali1,86.0637,27.371,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Manthali2,Manthali2,86.063,27.388,macroseismic,861.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Manthali3,Manthali3,86.0776,27.398,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Manthali4,Manthali4,86.0988,27.405,macroseismic,870.69,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Manthali5,Manthali5,86.125,27.397,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Manthali6,Manthali6,86.1113,27.379,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Manthali7,Manthali7,86.1428,27.378,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Manthali8,Manthali8,86.1328,27.352,macroseismic,661.32,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Manthali9,Manthali9,86.0976,27.349,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Manthali10,Manthali10,86.1004,27.367,macroseismic,705.26,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Manthali11,Manthali11,86.0105,27.339,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Manthali12,Manthali12,86.0255,27.362,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Manthali13,Manthali13,86.0447,27.396,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Manthali14,Manthali14,86.0083,27.419,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Manthali15,Manthali15,86.0435,27.414,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Manthali16,Manthali16,86.063,27.408,macroseismic,636.84,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Melamchi1,Melamchi1,85.5292,27.847,macroseismic,900.0,9.0,0.3,0.52,0.5600168343967803,0.52,120.81481524795296,0.56,1.4284085011041625,0.58,0.4732825851390492,0.65,0.16580976733828334,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.8507449779974539,0.62
Melamchi2,Melamchi2,85.5149,27.841,macroseismic,733.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Melamchi3,Melamchi3,85.5308,27.821,macroseismic,900.0,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Melamchi4,Melamchi4,85.5068,27.823,macroseismic,668.46,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Melamchi5,Melamchi5,85.5427,27.835,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Melamchi6,Melamchi6,85.5694,27.835,macroseismic,864.07,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Melamchi7,Melamchi7,85.568,27.82,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Melamchi8,Melamchi8,85.5696,27.788,macroseismic,750.97,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Melamchi9,Melamchi9,85.5439,27.805,macroseismic,900.0,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Melamchi10,Melamchi10,85.5739,27.771,macroseismic,506.91,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Melamchi11,Melamchi11,85.5727,27.754,macroseismic,575.65,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Melamchi12,Melamchi12,85.5989,27.806,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Melamchi13,Melamchi13,85.5839,27.82,macroseismic,745.96,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Melamchi14,Melamchi14,85.6293,27.845,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Melamchi15,Melamchi15,85.5946,27.835,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Nagarjune3,Nagarjune3,85.2672,27.734,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Nagarjune4,Nagarjune4,85.2769,27.708,macroseismic,313.84,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Nagarjune7,Nagarjune7,85.2609,27.713,macroseismic,580.26,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Nagarjune14,Nagarjune14,85.2518,27.709,macroseismic,747.46,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Nagarkot1,Nagarkot1,85.4872,27.662,macroseismic,683.17,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Nagarkot4,Nagarkot4,85.4712,27.679,macroseismic,484.62,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Nagarkot5,Nagarkot5,85.4867,27.685,macroseismic,710.38,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Nagarkot6,Nagarkot6,85.4644,27.686,macroseismic,484.62,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Nagarkot11,Nagarkot11,85.48,27.709,macroseismic,604.72,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Nagarkot12,Nagarkot12,85.502,27.71,macroseismic,715.01,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Nilkantha1,Nilkantha1,84.8893,27.944,macroseismic,532.11,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Nilkantha3,Nilkantha3,84.9031,27.896,macroseismic,765.63,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Nilkantha4,Nilkantha4,84.9478,27.902,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Nilkantha12,Nilkantha12,84.8607,27.907,macroseismic,728.67,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Palungtar3,Palungtar3,84.4481,27.962,macroseismic,408.24,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti1,Panauti1,85.538,27.602,macroseismic,629.41,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti2,Panauti2,85.5224,27.604,macroseismic,707.3,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti3,Panauti3,85.5119,27.6,macroseismic,707.3,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Panauti4,Panauti4,85.5061,27.594,macroseismic,594.31,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti5,Panauti5,85.5087,27.581,macroseismic,541.01,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti6,Panauti6,85.515,27.58,macroseismic,541.01,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Panauti7,Panauti7,85.5203,27.583,macroseismic,541.01,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Panauti10,Panauti10,85.5297,27.578,macroseismic,630.89,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti9,Panauti9,85.5023,27.576,macroseismic,586.9,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti8,Panauti8,85.502,27.586,macroseismic,586.9,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti11,Panauti11,85.5284,27.593,macroseismic,629.41,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti12,Panauti12,85.5326,27.567,macroseismic,609.49,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panauti13,Panauti13,85.545,27.565,macroseismic,355.94,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Panchkal3,Panchkal3,85.6204,27.648,macroseismic,467.42,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Shankarapur4,Shankarapur4,85.4792,27.757,macroseismic,524.03,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Shankarapur8,Shankarapur8,85.4635,27.723,macroseismic,564.63,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Shankarapur9,Shankarapur9,85.4597,27.73,macroseismic,659.92,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Shankarapur10,Shankarapur10,85.4487,27.727,macroseismic,513.38,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Shankarapur11,Shankarapur11,85.4695,27.738,macroseismic,659.92,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Shankarapur13,Shankarapur13,85.4536,27.744,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Shankarapur14,Shankarapur14,85.4367,27.73,macroseismic,287.89,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Shankarapur15,Shankarapur15,85.4436,27.739,macroseismic,513.38,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Suryabinayak1,Suryabinayak1,85.4047,27.665,macroseismic,491.96,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
