STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,SOIL_TYPE,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,REFERENCES,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,GMICE
ms_295,Ballabgarh,28.342,77.324,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1491,Jiradei,26.194,84.258,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1421,Jamua,23.367,86.148,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1427,Jamuwa,25.537,82.159,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1435,Jani,28.961,77.561,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_416,Batauli,22.98,83.413,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1437,Jansath,29.327,77.834,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_986,Durgauti,25.213,83.515,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1439,Jari Bazaar,25.185,81.773,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1445,Jasidih,24.519,86.65,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_984,Durgapur,26.074,81.134,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_411,Basrehar,26.85,79.091,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1449,Jatpura,26.997,79.248,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1454,Jawaharnagar (Pantnagar),29.004,79.523,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_410,Basna,25.54,82.152,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_404,Basait,26.992,79.284,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_706,Chandwaji,27.223,75.947,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_395,Barri-Rakoli,23.679,77.866,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1470,Jhanjha,24.766,86.376,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1475,Jharkhata,24.46,82.718,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_710,Chanwara,27.882,75.635,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_387,Barisal,22.704,90.36,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1479,Jhinjhak,26.562,79.735,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_386,Bariatu,23.887,84.807,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1485,Jhunjhunu,28.13,75.4,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_385,Bariatu,23.4,85.355,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1487,Jhupra,21.284,85.568,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_711,Chapara,22.505,77.361,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1490,Jind,29.316,76.317,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1557,Kamptee,21.207,79.184,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_350,Baramsia,24.221,87.409,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_349,Barakur,23.738,86.818,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1563,Kanehti,25.554,82.021,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1629,Kashipur,26.577,79.942,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1633,Kasta,27.848,80.529,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1636,Kathikund,24.357,87.422,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_317,Banhai,24.349,77.902,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_938,Dhuma,24.206,83.363,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_727,Chaubepur,26.156,80.077,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1707,Katrisarai,25.08,85.635,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1709,Kaua Kol,24.829,85.884,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1711,Kaundiyara,25.214,81.83,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_310,Bandikui,27.05,76.57,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1716,Kaziranga National Park,26.577,93.171,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1717,Kedarnath,30.734,79.066,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1718,Kekrahi,24.772,83.016,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1719,Kemri,28.805,79.202,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1727,Khadda,26.925,83.925,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1730,Khadrabad,28.176,78.573,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1732,Khagia,24.692,82.791,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1734,Khaira,24.733,82.932,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1741,Khajuriya,28.685,79.077,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1746,Khamaria,27.854,81.082,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_308,Banbasa,28.991,80.079,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1754,Khaparkheda (Dharni),21.275,79.122,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1084,Garwa Khera,28.38,80.206,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_303,Balumath,23.834,84.781,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_300,Balrampur,23.611,83.611,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_733,Chaumu,27.161,75.723,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_297,Ballia,28.199,79.365,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_726,Chatra,24.216,84.866,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1622,Karra,23.125,85.129,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1620,Karon,24.125,86.745,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_337,Banthali,25.881,75.556,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_955,Dindori,22.94,81.076,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_344,Baragaon,25.429,82.82,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_723,Chatarwar,24.587,82.902,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1564,Kanhan,21.23,79.237,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1569,Kankar,20.192,81.069,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_724,Chatia,26.536,84.569,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_339,Bara Khas,25.255,81.722,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1575,Kanpur = Chunniganj,26.479,80.336,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1577,Kanpur = General Ganj,26.466,80.354,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1578,Kanpur = Lathi Mohal,26.463,80.35,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1581,Kanpur = Patkapur,26.47,80.353,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1582,Kanpur = Ram Rarayan Bazaar,26.467,80.357,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_330,Banmankhi,25.887,87.194,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1619,Karnaprayag,30.258,79.218,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1584,Kanpur = Uttaripura,26.489,80.281,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1585,Kansausi,26.634,79.553,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1589,Kantu,23.417,85.195,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1594,Kapkote,29.357,79.937,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1598,Karahal,25.48,77.039,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1600,Karakat,25.18,84.285,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_944,Dibai,28.209,78.256,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1608,Karaundi Kalan,26.052,82.423,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1609,Karchana,25.275,81.949,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_321,Banipara,26.535,79.879,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1616,Karma,24.809,82.935,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1618,Karnal,29.685,76.991,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1419,Jamtara,23.95,86.817,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_428,Bauri/Baburi,25.171,83.189,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_429,Bayana,26.915,77.289,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_516,Bhavanathpur,23.392,83.575,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_580,Bijuri,23.269,82.124,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1175,Gorakhpur = Golghar,26.753,83.376,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1182,Gorakhpur = Taramandal,26.733,83.387,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1189,Gosaiganj,26.767,81.111,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_579,Bijulia,23.71,86.294,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1192,Gotegaon,23.044,79.488,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_1195,Govindpur,24.782,85.692,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
ms_578,Bijoynagar,26.103,91.506,macroseismic,,,,,,,,,,,,,,0.033254047,0.094826567,,0.020829355,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,4.0,0.8,0.65,2.245255779,0.95,0.004743567,,WordenEtAl2012
