# 2023_M6.9_Marrakesh median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,AtkinsonBoore2006Modified2011,ChiouYoungs2014,"NRCan15SiteTerm
gmpe_name = 'PezeshkEtAl2011NEHRPBC'"
t_352,-5.78589,28.72793,0.0071971063,0.012435925,0.004949516,0.011244269
t_353,-5.87572,28.72793,0.007547183,0.013156929,0.005415412,0.011916984
t_354,-5.69605,28.72793,0.007260095,0.012517274,0.0048647393,0.011298535
t_355,-5.96555,28.72793,0.0074015553,0.012911133,0.005423515,0.01171524
t_356,-5.60622,28.72793,0.0074592787,0.013569924,0.0049009062,0.012228373
t_357,-6.05538,28.72793,0.008181865,0.015169663,0.0063542305,0.01378962
t_358,-5.78589,28.80668,0.0072199446,0.012525593,0.0051267357,0.011347336
t_359,-5.87572,28.80668,0.007237968,0.012603254,0.0052912775,0.011439014
t_36,-5.69605,32.96805,0.007608263,0.013394985,0.006137736,0.012239242
t_360,-5.69605,28.80668,0.0070056515,0.012073991,0.0047896015,0.010918327
t_361,-5.96555,28.80668,0.0071458593,0.012471893,0.0053517725,0.011341406
t_362,-5.60622,28.80668,0.0076797022,0.014215577,0.005252421,0.012832194
t_363,-6.05538,28.80668,0.0077285664,0.013633598,0.006075703,0.012421955
t_364,-5.78589,28.88536,0.0062948964,0.0108526535,0.004446188,0.009851438
t_365,-5.87572,28.88536,0.0071926136,0.012565146,0.005412648,0.011428668
t_366,-5.69605,28.88536,0.00743647,0.012944965,0.0053319302,0.011727954
t_367,-5.96555,28.88536,0.008876496,0.017894922,0.007365127,0.016309578
t_368,-5.60622,28.88536,0.0070213643,0.012103518,0.00480294,0.010944965
t_369,-6.05538,28.88536,0.009186209,0.019015452,0.007928656,0.017366923
t_37,-5.96555,32.96805,0.0069256537,0.012242945,0.0059386427,0.0112703405
t_370,-5.78589,28.96399,0.008709155,0.017499061,0.00699904,0.015917351
t_371,-5.87572,28.96399,0.008864044,0.01779749,0.0073620244,0.016223175
t_372,-5.69605,28.96399,0.008419849,0.016522385,0.0064921007,0.014997967
t_373,-5.96555,28.96399,0.009141051,0.018713165,0.00788891,0.017094962
t_374,-5.60622,28.96399,0.0066093286,0.0113801565,0.004580683,0.010309497
t_375,-6.05538,28.96399,0.0092492495,0.01874331,0.008209644,0.017160581
t_376,-5.78589,29.04256,0.008849908,0.017729156,0.007343578,0.016160661
t_377,-5.87572,29.04256,0.009080942,0.01838342,0.007817202,0.0167949
t_378,-5.69605,29.04256,0.008650188,0.017222373,0.0069220583,0.015664304
t_379,-5.96555,29.04256,0.00895426,0.017274182,0.007849772,0.0158181
t_38,-5.87572,32.96805,0.00749473,0.013267526,0.0063762623,0.012182365
t_380,-5.60622,29.04256,0.008357228,0.016254073,0.006409914,0.0147521775
t_381,-6.05538,29.04256,0.009025755,0.017150052,0.0081331,0.015741702
t_382,-6.14521,29.12106,0.010104042,0.02137878,0.010022924,0.019725157
t_383,-5.69605,29.12106,0.008846931,0.017753731,0.0073253936,0.016180227
t_384,-6.05538,29.12106,0.009658027,0.019634938,0.009172943,0.01806947
t_385,-5.87572,29.12106,0.0093026655,0.018985024,0.008291622,0.017384391
t_386,-5.60622,29.12106,0.008578258,0.016920004,0.0068185036,0.015385634
t_387,-5.96555,29.12106,0.009485068,0.019342175,0.008734162,0.017755136
t_388,-5.78589,29.12106,0.009058484,0.01829214,0.0077802124,0.016709793
t_389,-5.78589,29.19951,0.009244181,0.018730063,0.008198184,0.017147465
t_39,-5.78589,33.04338,0.0071992585,0.012626254,0.005748405,0.011540764
t_390,-5.69605,29.19951,0.00908663,0.018501485,0.0077938037,0.016896421
t_391,-6.05538,29.19951,0.009665488,0.019076725,0.009394677,0.017602589
t_392,-6.14521,29.19951,0.009507682,0.01782436,0.009401779,0.016492361
t_393,-5.96555,29.19951,0.008882501,0.016120026,0.0081673255,0.0148344105
t_394,-5.60622,29.19951,0.0086771995,0.016991947,0.0070948945,0.015480803
t_395,-5.87572,29.19951,0.009420135,0.019036314,0.008636647,0.017472275
t_396,-5.78589,29.27789,0.00881677,0.016301213,0.007849026,0.01495721
t_397,-5.69605,29.27789,0.008755934,0.016491791,0.0075609703,0.015092558
t_398,-6.05538,29.27789,0.009348474,0.017151644,0.009189202,0.015869372
t_399,-5.96555,29.27789,0.009236594,0.017160634,0.008815421,0.015832333
t_4,-6.05538,32.66607,0.009430103,0.01727241,0.0098315375,0.01611003
t_40,-6.14521,33.04338,0.0072168307,0.012830171,0.006419344,0.0118418895
t_400,-6.14521,29.27789,0.009693799,0.018116657,0.009882802,0.016811494
t_401,-5.87572,29.27789,0.009167417,0.017351061,0.008501867,0.015963543
t_402,-5.60622,29.27789,0.0077195372,0.013652605,0.0062156036,0.01246273
t_403,-6.14521,29.35622,0.010304001,0.02031095,0.010982618,0.018903546
t_404,-5.60622,29.35622,0.008719738,0.016431341,0.0074722813,0.015028908
t_405,-5.96555,29.35622,0.009815038,0.019277286,0.009796501,0.017831303
t_406,-5.87572,29.35622,0.009266112,0.01735002,0.008824288,0.016001314
t_407,-6.05538,29.35622,0.009383836,0.017249178,0.009454341,0.016003884
t_408,-5.69605,29.35622,0.009112548,0.017710965,0.008170728,0.016242594
t_409,-5.78589,29.35622,0.009081385,0.017050589,0.0083580725,0.015680263
t_41,-5.60622,33.04338,0.0071107433,0.012368993,0.0053361533,0.011254857
t_410,-5.96555,29.43449,0.009571585,0.017693894,0.009671568,0.016409723
t_411,-5.87572,29.43449,0.008919425,0.016250145,0.008582146,0.015023727
t_412,-6.14521,29.43449,0.0064586294,0.011799445,0.006231475,0.011014917
t_413,-6.05538,29.43449,0.0062754313,0.011407305,0.005852904,0.010613562
t_414,-5.69605,29.43449,0.0082840305,0.014884226,0.0073593804,0.013679359
t_415,-5.78589,29.43449,0.009352332,0.017834093,0.008889609,0.016438358
t_416,-5.60622,29.43449,0.008463266,0.015202163,0.00733928,0.013932306
t_417,-5.60622,29.51269,0.008586408,0.015481589,0.007642873,0.014216729
t_418,-5.96555,29.51269,0.0062440033,0.011339888,0.0057884166,0.0105448
t_419,-5.87572,29.51269,0.008373075,0.015192688,0.00809818,0.014080837
t_42,-6.05538,33.04338,0.007073153,0.012520146,0.006103162,0.011526711
t_420,-6.14521,29.51269,0.008189089,0.014982133,0.008560282,0.014028702
t_421,-5.69605,29.51269,0.0061838976,0.010935227,0.0052221576,0.010071597
t_422,-6.6842,28.72793,0.008858317,0.016080787,0.008211521,0.014811773
t_423,-6.41471,28.72793,0.008763879,0.016390286,0.0076351687,0.015011351
t_424,-6.14521,28.72793,0.0075159133,0.013210877,0.0058254697,0.012031225
t_425,-6.9537,28.72793,0.009348772,0.017161336,0.009268144,0.015893945
t_426,-6.23504,28.72793,0.007994313,0.014185258,0.0064642457,0.012942772
t_427,-6.32487,28.72793,0.007787125,0.013812105,0.0063964236,0.012626099
t_428,-6.77403,28.72793,0.008706238,0.015793236,0.008174581,0.014574019
t_429,-6.50454,28.72793,0.0082150735,0.014722332,0.00715885,0.013509371
t_43,-5.96555,33.04338,0.006027482,0.010546681,0.0048712776,0.009685933
t_430,-6.59437,28.72793,0.008041491,0.014412555,0.007110832,0.013250214
t_431,-6.86386,28.72793,0.008580996,0.015567541,0.008164332,0.0143920705
t_432,-6.6842,28.80668,0.006600083,0.011764506,0.005859061,0.0108719915
t_433,-6.14521,28.80668,0.009230038,0.019365959,0.0079546245,0.01767981
t_434,-6.41471,28.80668,0.0076907407,0.0137156835,0.0066532763,0.01259775
t_435,-6.9537,28.80668,0.0085763,0.015638564,0.008569412,0.014538207
t_436,-6.23504,28.80668,0.009278118,0.019105006,0.008178234,0.017476588
t_437,-6.50454,28.80668,0.007506964,0.01340174,0.006598619,0.012334611
t_438,-6.32487,28.80668,0.006154105,0.010797529,0.0049219364,0.009897233
t_439,-6.86386,28.80668,0.0092635,0.016999746,0.009299764,0.015772963
t_44,-5.69605,33.04338,0.0057302676,0.009884769,0.004199991,0.009014357
t_440,-6.77403,28.80668,0.007950087,0.014356626,0.007528531,0.0132941995
t_441,-6.59437,28.80668,0.008876725,0.016133672,0.008335623,0.014879399
t_442,-6.41471,28.88536,0.009279,0.017610978,0.008750005,0.016223686
t_443,-6.86386,28.88536,0.007943471,0.014432996,0.007906632,0.013442121
t_444,-6.32487,28.88536,0.006755952,0.011963548,0.0057074004,0.010996987
t_445,-6.50454,28.88536,0.008068496,0.014537138,0.007456647,0.013421515
t_446,-6.77403,28.88536,0.008001045,0.014511753,0.007835987,0.013486481
t_447,-6.9537,28.88536,0.00992452,0.018437136,0.0106514245,0.017207567
t_448,-6.23504,28.88536,0.009480388,0.019515155,0.008664136,0.017899517
t_449,-6.14521,28.88536,0.009380424,0.019524623,0.008357577,0.017869754
t_45,-5.87572,33.04338,0.0075738914,0.013378719,0.006301568,0.0122572845
t_450,-6.6842,28.88536,0.007802198,0.014094818,0.0074506835,0.013070518
t_451,-6.59437,28.88536,0.009951994,0.019871335,0.0100168185,0.01838683
t_452,-6.59437,28.96399,0.0076228054,0.013770349,0.0073168725,0.012785275
t_453,-6.86386,28.96399,0.008812264,0.016182933,0.009281385,0.015131563
t_454,-6.50454,28.96399,0.008216066,0.01487699,0.007865607,0.013779986
t_455,-6.9537,28.96399,0.008752683,0.016094798,0.0093583055,0.015083579
t_456,-6.23504,28.96399,0.00884804,0.016042482,0.008081721,0.014755041
t_457,-6.77403,28.96399,0.0065402337,0.011905178,0.006294443,0.011105866
t_458,-6.41471,28.96399,0.008340463,0.015083435,0.007841061,0.013938141
t_459,-6.32487,28.96399,0.009747481,0.019680506,0.009437405,0.01814337
t_46,-5.78589,33.11865,0.006129267,0.010612301,0.0045815874,0.009680193
t_460,-6.14521,28.96399,0.009718028,0.020711713,0.009037164,0.01900576
t_461,-6.6842,28.96399,0.010821999,0.023018124,0.011794152,0.021422207
t_462,-6.6842,29.04256,0.010187379,0.01906219,0.011096242,0.017807016
t_463,-6.14521,29.04256,0.008653201,0.01564514,0.00787935,0.0143951615
t_464,-6.32487,29.04256,0.009171199,0.016773105,0.008912703,0.0155097805
t_465,-6.41471,29.04256,0.0061148917,0.011039604,0.005489328,0.01023396
t_466,-6.9537,29.04256,0.010681232,0.02010003,0.012400656,0.018918686
t_467,-6.86386,29.04256,0.010003306,0.018641366,0.011213495,0.017502302
t_468,-6.59437,29.04256,0.007981171,0.014512005,0.0079825455,0.01352182
t_469,-6.77403,29.04256,0.009636668,0.0178607,0.010509758,0.01672715
t_47,-6.14521,33.11865,0.0075059566,0.013332891,0.006565876,0.012273772
t_470,-6.50454,29.04256,0.00995236,0.018972214,0.010363206,0.017632537
t_471,-6.23504,29.04256,0.009064458,0.016525043,0.008578131,0.015242259
t_472,-6.6842,29.12106,0.009906663,0.01843071,0.01098794,0.017284116
t_473,-6.32487,29.12106,0.010128461,0.020195851,0.010462963,0.01873293
t_474,-6.41471,29.12106,0.010630067,0.022123454,0.011434992,0.02057664
t_475,-6.9537,29.12106,0.007632079,0.014051645,0.008369436,0.013285582
t_476,-6.86386,29.12106,0.011893385,0.025309313,0.014542182,0.023865195
t_477,-6.59437,29.12106,0.010170114,0.018973716,0.011157201,0.01774432
t_478,-6.77403,29.12106,0.010144028,0.018946419,0.0115326755,0.017816681
t_479,-6.50454,29.12106,0.010924771,0.02300217,0.012112147,0.021452582
t_48,-5.60622,33.11865,0.0076863123,0.01343442,0.0057502356,0.012202448
t_480,-6.23504,29.12106,0.009640691,0.018450582,0.009564524,0.017068336
t_481,-6.23504,29.19951,0.00950556,0.01750676,0.009621934,0.016244123
t_482,-6.50454,29.19951,0.01059676,0.02050794,0.011854957,0.019195376
t_483,-6.77403,29.19951,0.01073884,0.020229738,0.012733721,0.019104509
t_484,-6.59437,29.19951,0.010072097,0.01878416,0.011302813,0.017634124
t_485,-6.86386,29.19951,0.011337875,0.021545064,0.013893626,0.020406896
t_486,-6.9537,29.19951,0.011949388,0.023680188,0.0151245715,0.022494856
t_487,-6.41471,29.19951,0.010545346,0.020882692,0.011554597,0.019488737
t_488,-6.6842,29.19951,0.0077851214,0.014273474,0.008355723,0.0134395305
t_489,-6.32487,29.19951,0.010734346,0.02256237,0.011638943,0.020995155
t_49,-6.05538,33.11865,0.00900688,0.016783262,0.008097944,0.015413599
t_490,-6.23504,29.27789,0.009826156,0.018210884,0.01030049,0.016949737
t_491,-6.50454,29.27789,0.011473299,0.024013802,0.0135494005,0.022560418
t_492,-6.23504,32.28716,0.0091070905,0.016819708,0.010808038,0.016044427
t_493,-6.6842,32.28716,0.015803281,0.034861196,0.024067082,0.034114696
t_494,-6.50454,32.28716,0.014319303,0.030012496,0.020443851,0.029057741
t_495,-6.77403,32.28716,0.016390804,0.036205072,0.025540723,0.035626683
t_496,-6.86386,32.28716,0.017245682,0.039314404,0.027715262,0.038905617
t_497,-6.9537,32.28716,0.017968636,0.041438237,0.029553581,0.04124342
t_498,-6.59437,32.28716,0.015393141,0.034586623,0.023020644,0.033663295
t_499,-6.32487,32.28716,0.009052348,0.016743721,0.010970718,0.016048614
t_5,-6.14521,32.66607,0.010670727,0.020545136,0.011838033,0.019227719
t_50,-5.96555,33.11865,0.005810249,0.010131672,0.0045331893,0.009283296
t_500,-6.23504,32.36307,0.007575617,0.014033245,0.00847037,0.013344876
t_501,-6.6842,32.36307,0.014508932,0.029120917,0.021083474,0.028365772
t_502,-6.50454,32.36307,0.014313855,0.031431124,0.020300698,0.030311333
t_503,-6.9537,32.36307,0.0169908,0.03756745,0.02703687,0.037172887
t_504,-6.41471,32.36307,0.0136622805,0.029238733,0.018716868,0.028061643
t_505,-6.77403,32.36307,0.015880438,0.03513126,0.02426098,0.03439739
t_506,-6.59437,32.36307,0.014901993,0.0331944,0.021776266,0.032170415
t_507,-6.86386,32.36307,0.016615007,0.037645247,0.026121426,0.03705273
t_508,-6.32487,32.36307,0.011064166,0.02073778,0.013862254,0.019810077
t_509,-6.32487,32.43891,0.012244706,0.024069224,0.015582316,0.022914918
t_51,-5.69605,33.11865,0.0076752068,0.013452028,0.005907167,0.012244067
t_510,-6.41471,32.43891,0.012663097,0.024999766,0.016595246,0.023905903
t_511,-6.77403,32.43891,0.015290056,0.033459634,0.02278303,0.032598987
t_512,-6.59437,32.43891,0.014439489,0.0319627,0.020606283,0.030845195
t_513,-6.50454,32.43891,0.013366623,0.027319781,0.018162966,0.026242817
t_514,-6.9537,32.43891,0.015916483,0.0333761,0.024416285,0.032836773
t_515,-6.6842,32.43891,0.014764542,0.03211067,0.021465339,0.031134764
t_516,-6.23504,32.43891,0.011769202,0.022824159,0.014491257,0.021636788
t_517,-6.86386,32.43891,0.015561233,0.033167955,0.023504948,0.0324724
t_518,-6.32487,32.51469,0.012320291,0.025327638,0.015511009,0.024031706
t_519,-6.86386,32.51469,0.014801063,0.030710302,0.021683529,0.029909592
t_52,-5.87572,33.11865,0.0069163856,0.012101523,0.0054788413,0.011063078
t_520,-6.77403,32.51469,0.014609155,0.031194696,0.02111738,0.030244686
t_521,-6.59437,32.51469,0.013667637,0.028833997,0.018783512,0.02770885
t_522,-6.50454,32.51469,0.012850174,0.025765255,0.016972704,0.02465283
t_523,-6.9537,32.51469,0.015276751,0.031793807,0.022855103,0.03110536
t_524,-6.6842,32.51469,0.014367592,0.031423524,0.020447584,0.030330732
t_525,-6.23504,32.51469,0.011984037,0.024672026,0.014660324,0.023315364
t_526,-6.41471,32.51469,0.011260847,0.021150282,0.014004,0.020151425
t_527,-6.32487,32.59041,0.010829197,0.020240339,0.012823426,0.019140327
t_528,-6.86386,32.59041,0.013992008,0.028035127,0.019816935,0.027165134
t_529,-6.77403,32.59041,0.0132301245,0.02546143,0.018151218,0.024568478
t_53,-5.87572,33.19386,0.0067142835,0.011685301,0.005138844,0.010659883
t_530,-6.59437,32.59041,0.013049102,0.026739504,0.017356612,0.025589485
t_531,-6.23504,32.59041,0.010061659,0.018629411,0.011421421,0.017550118
t_532,-6.50454,32.59041,0.012590544,0.025491366,0.016271288,0.024296448
t_533,-6.9537,32.59041,0.014019945,0.02704938,0.020075643,0.026319774
t_534,-6.41471,32.59041,0.011962547,0.02340271,0.014913628,0.022217171
t_535,-6.6842,32.59041,0.013266993,0.02670568,0.01799183,0.025662327
t_536,-6.6842,32.66607,0.012841457,0.025746835,0.016952805,0.024633126
t_537,-6.9537,32.66607,0.013811453,0.02744785,0.01941103,0.026566513
t_538,-6.50454,32.66607,0.011667973,0.022053514,0.014430485,0.020939644
t_539,-6.41471,32.66607,0.011485486,0.021991175,0.013879791,0.02080285
t_54,-5.69605,33.19386,0.0070837922,0.012284881,0.005194021,0.011160777
t_540,-6.59437,32.66607,0.012148827,0.023367157,0.015486831,0.022271
t_541,-6.77403,32.66607,0.012539416,0.023885721,0.016642492,0.022940805
t_542,-6.86386,32.66607,0.012150901,0.023004644,0.016212642,0.022180207
t_543,-6.23504,32.66607,0.0109994225,0.021318238,0.012597363,0.020020992
t_544,-6.32487,32.66607,0.011210018,0.021519084,0.013183005,0.02028201
t_545,-6.9537,32.74166,0.012814248,0.024471566,0.017283026,0.023564728
t_546,-6.6842,32.74166,0.012198255,0.023697602,0.015544676,0.022576023
t_547,-6.41471,32.74166,0.0103776185,0.019285457,0.011924524,0.01817943
t_548,-6.59437,32.74166,0.0110881,0.020789474,0.013487469,0.019735107
t_549,-6.50454,32.74166,0.010627231,0.019815635,0.012538853,0.018744387
t_55,-5.96555,33.19386,0.007212588,0.012655106,0.0057748943,0.0115692485
t_550,-6.23504,32.74166,0.009908121,0.018280579,0.010763921,0.01711561
t_551,-6.32487,32.74166,0.010356182,0.01923163,0.011648264,0.018066665
t_552,-6.86386,32.74166,0.012568062,0.023964366,0.016634682,0.02299424
t_553,-6.77403,32.74166,0.010643061,0.01987982,0.013259653,0.019006858
t_554,-6.77403,32.81719,0.011926567,0.022643894,0.015027836,0.02155423
t_555,-6.86386,32.81719,0.010976216,0.020558644,0.013711214,0.019634316
t_556,-6.32487,32.81719,0.010127517,0.018740574,0.011083197,0.017548617
t_557,-6.23504,32.81719,0.009633654,0.017695474,0.010164084,0.016517788
t_558,-6.50454,32.81719,0.010316024,0.019157019,0.0118213175,0.018054977
t_559,-6.41471,32.81719,0.009757626,0.017993145,0.010793605,0.016902918
t_56,-6.05538,33.19386,0.008136549,0.014468702,0.00690436,0.013256067
t_560,-6.59437,32.81719,0.0108096935,0.020200197,0.012789325,0.019100921
t_561,-6.6842,32.81719,0.010516748,0.019595487,0.012572116,0.018590638
t_562,-6.50454,31.67759,0.010637078,0.020373022,0.015261012,0.020323234
t_563,-6.9537,31.67759,0.016936807,0.03233258,0.028151814,0.033762395
t_564,-6.32487,31.67759,0.009588019,0.018272657,0.012979621,0.017955512
t_565,-6.86386,31.67759,0.015196935,0.028966783,0.02458839,0.029942205
t_566,-6.6842,31.67759,0.011899,0.022850495,0.017953387,0.023181172
t_567,-6.23504,31.67759,0.009268396,0.017568449,0.012200045,0.017144307
t_568,-6.59437,31.75401,0.01222416,0.023179496,0.018194918,0.02322599
t_569,-6.77403,31.75401,0.012291727,0.023538616,0.018698705,0.02398688
t_57,-5.78589,33.19386,0.006518338,0.011281885,0.0048151975,0.010270424
t_570,-6.50454,31.75401,0.011955582,0.02266997,0.01746101,0.022538831
t_571,-6.9537,31.75401,0.01685009,0.032144602,0.027829621,0.033372078
t_572,-6.32487,31.75401,0.01025556,0.019294782,0.013959121,0.018908134
t_573,-6.41471,31.75401,0.011294957,0.021361848,0.016018055,0.021081494
t_574,-6.6842,31.75401,0.014340358,0.027402502,0.022406215,0.027684018
t_575,-6.86386,31.75401,0.013039444,0.024963016,0.020235742,0.025670486
t_576,-6.23504,31.75401,0.008985872,0.017013397,0.011620537,0.016561646
t_577,-6.77403,31.83036,0.015371666,0.029410655,0.024433382,0.029827075
t_578,-6.23504,31.83036,0.009146209,0.017176282,0.011747372,0.016676353
t_579,-6.59437,31.83036,0.012879383,0.024459818,0.019228766,0.02441345
t_58,-6.14521,33.19386,0.009149293,0.017448384,0.008259128,0.016021496
t_580,-6.32487,31.83036,0.010879781,0.020490687,0.014859892,0.020022083
t_581,-6.86386,31.83036,0.016162112,0.030913476,0.026176345,0.031620044
t_582,-6.6842,31.83036,0.013377731,0.025415774,0.020396512,0.025566049
t_583,-6.41471,31.83036,0.011961981,0.022659829,0.017018715,0.02229121
t_584,-6.50454,31.83036,0.011996967,0.022713158,0.01736509,0.022502312
t_585,-6.9537,31.83036,0.016916504,0.032305405,0.027815728,0.03333966
t_586,-6.41471,31.90665,0.012594226,0.023922538,0.017943405,0.02345528
t_587,-6.50454,31.90665,0.01372316,0.026236175,0.020292168,0.02589763
t_588,-6.86386,31.90665,0.013878289,0.026270857,0.021561036,0.026724866
t_589,-6.32487,31.90665,0.0099998545,0.018712997,0.013239208,0.018229874
t_59,-5.60622,33.19386,0.007230227,0.01251788,0.005177636,0.011349982
t_590,-6.6842,31.90665,0.015303974,0.02941498,0.023860844,0.029457206
t_591,-6.77403,31.90665,0.01642912,0.031704187,0.026319088,0.031994827
t_592,-6.9537,31.90665,0.016786702,0.032090567,0.027401572,0.03291785
t_593,-6.23504,31.90665,0.009955831,0.018609094,0.012897393,0.018017828
t_594,-6.59437,31.90665,0.012807708,0.024291923,0.018914523,0.024148151
t_595,-6.50454,31.98288,0.012112916,0.02289742,0.017208619,0.022516998
t_596,-6.41471,31.98288,0.009273806,0.01751191,0.012157328,0.017111076
t_597,-6.32487,31.98288,0.0092866225,0.017370457,0.011942433,0.016869163
t_598,-6.6842,31.98288,0.013025971,0.024683189,0.019382974,0.024606286
t_599,-6.77403,31.98288,0.011208164,0.021321483,0.01629275,0.021409262
t_6,-5.78589,32.66607,0.005978448,0.010664121,0.005126095,0.009851496
t_60,-5.87572,33.269,0.0070688007,0.012300794,0.005331288,0.011198101
t_600,-6.9537,31.98288,0.016088724,0.030704014,0.025856415,0.03130396
t_601,-6.23504,31.98288,0.008684493,0.016245129,0.010762617,0.015684148
t_602,-6.59437,31.98288,0.014367045,0.027540132,0.021584393,0.02726404
t_603,-6.86386,31.98288,0.014790853,0.028140608,0.023148885,0.028469035
t_604,-6.50454,32.05904,0.011690086,0.022031762,0.016285706,0.021582669
t_605,-6.41471,32.05904,0.010859941,0.02037145,0.014602738,0.019835444
t_606,-6.77403,32.05904,0.012773055,0.024137748,0.018971238,0.02411482
t_607,-6.32487,32.05904,0.010369979,0.019387465,0.013522093,0.018767659
t_608,-6.6842,32.05904,0.011157761,0.020951936,0.015852561,0.02079055
t_609,-6.9537,32.05904,0.014449021,0.02739756,0.022510307,0.027763182
t_61,-6.05538,33.269,0.0074417912,0.013084968,0.005995232,0.011960324
t_610,-6.23504,32.05904,0.010749387,0.020129029,0.01383796,0.019376965
t_611,-6.59437,32.05904,0.009885362,0.018713618,0.013457578,0.018448234
t_612,-6.86386,32.05904,0.013258094,0.025063949,0.02007467,0.025216088
t_613,-6.59437,32.13514,0.012451203,0.023557749,0.017692631,0.023125276
t_614,-6.32487,32.13514,0.010562011,0.019749008,0.013655757,0.019055275
t_615,-6.6842,32.13514,0.012715704,0.02407058,0.018434728,0.023774669
t_616,-6.9537,32.13514,0.012647184,0.023828357,0.018959625,0.02400076
t_617,-6.77403,32.13514,0.0121634,0.022931585,0.017688442,0.02279403
t_618,-6.23504,32.13514,0.008786913,0.016240584,0.010638184,0.015587006
t_619,-6.86386,32.13514,0.012110632,0.022799598,0.017797587,0.022811372
t_62,-5.69605,33.269,0.0075684427,0.013172734,0.005505432,0.011945452
t_620,-6.50454,32.13514,0.009996816,0.018660856,0.013261148,0.018209523
t_621,-6.41471,32.13514,0.008821559,0.016578142,0.011153538,0.016084518
t_622,-6.59437,32.21118,0.009851919,0.01843012,0.013089314,0.018014902
t_623,-6.32487,32.21118,0.008261617,0.015439292,0.009941132,0.014847764
t_624,-6.9537,32.21118,0.018335877,0.04068716,0.030345656,0.040736854
t_625,-6.6842,32.21118,0.0134697445,0.025662595,0.019576496,0.025229875
t_626,-6.77403,32.21118,0.012904815,0.024447985,0.018827183,0.024178956
t_627,-6.23504,32.21118,0.009878752,0.018353181,0.012130569,0.017561087
t_628,-6.50454,32.21118,0.010238534,0.019124225,0.013488667,0.018588802
t_629,-6.41471,32.21118,0.008636722,0.016182533,0.010722676,0.015644316
t_63,-5.96555,33.269,0.007360179,0.012890505,0.005762072,0.011758509
t_630,-6.86386,32.21118,0.016614465,0.03316319,0.026214795,0.03299837
t_631,-6.41471,32.28716,0.011621228,0.021891572,0.015271634,0.021086995
t_632,-6.23504,31.064,0.01079797,0.020550564,0.015291715,0.020260692
t_633,-6.77403,31.064,0.01831712,0.035824116,0.031697772,0.037446737
t_634,-6.86386,31.064,0.020923056,0.039302774,0.0373682,0.04169572
t_635,-6.32487,31.064,0.011796877,0.022579908,0.017396618,0.022443095
t_636,-6.9537,31.14092,0.024616195,0.044181593,0.045581423,0.047557365
t_637,-6.6842,31.14092,0.016962234,0.033107728,0.02867436,0.034196146
t_638,-6.59437,31.14092,0.014726643,0.028515987,0.023892103,0.029139718
t_639,-6.50454,31.14092,0.016343927,0.032069743,0.026826624,0.032446425
t_64,-5.78589,33.269,0.00553144,0.009456386,0.003817023,0.008591796
t_640,-6.41471,31.14092,0.015715174,0.030816663,0.025203308,0.030890578
t_641,-6.23504,31.14092,0.011674244,0.022316147,0.016832419,0.021997714
t_642,-6.77403,31.14092,0.019159634,0.03767119,0.033477306,0.039361116
t_643,-6.86386,31.14092,0.019129228,0.03566511,0.033509772,0.03781644
t_644,-6.32487,31.14092,0.016889758,0.036625087,0.027462117,0.03639616
t_645,-6.6842,31.21777,0.015756339,0.030580856,0.026182925,0.03155527
t_646,-6.41471,31.21777,0.014058209,0.027224995,0.021932926,0.027272398
t_647,-6.59437,31.21777,0.01576156,0.030686656,0.025941312,0.03133111
t_648,-6.86386,31.21777,0.016071705,0.029885715,0.027066918,0.0316427
t_649,-6.77403,31.21777,0.015879504,0.030737586,0.026600039,0.032080304
t_65,-6.14521,33.269,0.0072800056,0.012818349,0.0059789247,0.011740997
t_650,-6.50454,31.21777,0.012903338,0.02481996,0.020036325,0.025092743
t_651,-6.9537,31.21777,0.018894233,0.032970563,0.03297754,0.035432376
t_652,-6.32487,31.21777,0.013396722,0.025867403,0.020312734,0.025690861
t_653,-6.23504,31.21777,0.013719337,0.026591556,0.020521702,0.026198728
t_654,-6.23504,31.29457,0.010223059,0.019449195,0.014234294,0.019145643
t_655,-6.32487,31.29457,0.013277768,0.025620492,0.02004736,0.02542138
t_656,-6.9537,31.29457,0.01767115,0.031109633,0.030365855,0.03334199
t_657,-6.50454,31.29457,0.011805635,0.022775184,0.017925154,0.022997444
t_658,-6.77403,31.29457,0.013893446,0.027085654,0.022549061,0.028217567
t_659,-6.86386,31.29457,0.017205328,0.032416172,0.029414898,0.034241006
t_66,-5.60622,33.269,0.0062123276,0.010595982,0.004159865,0.009590864
t_660,-6.59437,31.29457,0.013618193,0.0262525,0.021643765,0.026766716
t_661,-6.41471,31.29457,0.011797314,0.02258751,0.017636009,0.022602499
t_662,-6.6842,31.29457,0.014360615,0.02772057,0.023329258,0.02855862
t_663,-6.23504,31.3713,0.010418647,0.019782629,0.014522307,0.019451074
t_664,-6.32487,31.3713,0.012777374,0.024581088,0.01906098,0.024358032
t_665,-6.9537,31.3713,0.015830113,0.028574048,0.026494348,0.030512774
t_666,-6.50454,31.3713,0.011702896,0.02255901,0.017681899,0.022741202
t_667,-6.77403,31.3713,0.013738157,0.026762279,0.022182867,0.027812261
t_668,-6.86386,31.3713,0.015664913,0.029840034,0.026153676,0.031420447
t_669,-6.59437,31.3713,0.013033169,0.02506985,0.020445319,0.025512649
