ID_1,NAME_1,ID_2,NAME_2,TAXONOMY,GEM_TAXONOMY,AFFECTED_UNITS,DAMAGED_UNITS,DS1_SLIGHT,DS2_MODARATE,DS3_EXTENSIVE,DS4_COMPLETE,COLLAPSED_UNITS,UNIT_TYPES,CAUSE_OF_DAMAGE,REFERENCE,COMMENTS,NO_DAMAGE,LIGHT_DAMAGE,MODERATE_DAMAGE,HEAVY_DAMAGE,COLLAPSE,UNKNOWN,NO_DAMAGE,PARTIAL_DAMAGE,HALF_COLLAPSE,MASSIVE_HALF_COLLAPSE,TOTAL_COLLAPSE_IAFC,TOTAL_COLLAPSE_NR,TOTAL_COLLAPSE_WA,COMPLETE_DESTRUCTION_OR_MISSING,PARTIAL_DAMAGE,BELOW_PARTIAL_DAMAGE,FIRE
12,Chiba,9,Sosa City,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,4,0,0,0,0,0,0,,,,
12,Chiba,9,Sosa City,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,7,2,1,0,0,0,0,,,,
12,Chiba,9,Sosa City,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,521,53,12,0,0,0,0,,,,
12,Chiba,9,Sosa City,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,31,1,0,0,0,0,0,,,,
4,Miyagi,10,Tagajo City,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,30,16,89,195,40,1,1,,,,
4,Miyagi,10,Tagajo City,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,1,15,15,125,80,10,5,,,,
4,Miyagi,10,Tagajo City,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,425,96,1130,1703,180,55,11,,,,
4,Miyagi,10,Tagajo City,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,56,48,136,519,221,75,21,,,,
8,Ibaraki,42,Takahagi City,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,4,3,0,0,0,0,,,,
8,Ibaraki,42,Takahagi City,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,3,1,0,0,0,0,,,,
8,Ibaraki,42,Takahagi City,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,21,20,10,0,4,0,,,,
3,Iwate,20,Tanohata-mura,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,0,0,2,5,4,16,,,,
3,Iwate,20,Tanohata-mura,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,0,0,0,1,3,1,,,,
3,Iwate,20,Tanohata-mura,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,8,24,16,17,9,444,,,,
3,Iwate,20,Tanohata-mura,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,2,4,0,1,1,14,,,,
3,Iwate,20,Tanohata-mura,Unknown ,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,22,0,0,0,0,0,3,,,,
8,Ibaraki,24,Tokai-mura,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,5,0,0,0,0,0,0,0,,,,
8,Ibaraki,24,Tokai-mura,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,0,0,0,0,0,0,,,,
8,Ibaraki,24,Tokai-mura,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,5,8,14,0,0,0,0,0,,,,
8,Ibaraki,24,Tokai-mura,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,26,3,0,0,0,0,0,0,,,,
7,Fukushima,23,Tomioka-machi,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,1,2,6,1,8,0,,,,
7,Fukushima,23,Tomioka-machi,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,0,0,0,1,3,0,,,,
7,Fukushima,23,Tomioka-machi,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,5,6,14,16,10,41,0,,,,
7,Fukushima,23,Tomioka-machi,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,7,5,6,4,3,3,0,,,,
7,Fukushima,23,Tomioka-machi,Unknown ,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,7,0,0,0,0,0,0,196,,,,
4,Miyagi,4,Watari-cho,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,0,6,3,10,7,0,,,,
4,Miyagi,4,Watari-cho,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,11,13,6,19,14,2,,,,
4,Miyagi,4,Watari-cho,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,239,1133,644,17,2025,1050,,,,
4,Miyagi,4,Watari-cho,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,1,30,27,3,68,11,,,,
4,Miyagi,4,Watari-cho,Unknown ,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,11,87,899,526,0,450,411,,,,
3,Iwate,13,Yamada-machi,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,0,4,10,50,25,4,,,,
3,Iwate,13,Yamada-machi,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,1,6,12,82,104,44,,,,
3,Iwate,13,Yamada-machi,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,52,189,211,184,483,2585,,,,
3,Iwate,13,Yamada-machi,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,1,4,7,32,20,37,,,,
4,Miyagi,20,Yamamoto-cho,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,1,2,0,13,2,5,,,,
4,Miyagi,20,Yamamoto-cho,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,1,4,2,6,2,2,,,,
4,Miyagi,20,Yamamoto-cho,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,61,87,893,6,1097,2925,,,,
4,Miyagi,20,Yamamoto-cho,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,2,4,75,1,80,162,,,,
